category_name,product_name,unit_price
米油沖泡_泡麵．麵條_速食麵_蔬菜口味,隨緣韓式泡菜湯麵(包)75g,445
大小家電_廚房家電_多功能鍋_電磁爐,大同TIH-F1300B電磁爐,1082
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,Mestemacher什錦榛果穀片,249
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,CJ bibigo 韓式醃烤肉醬(原味),155
生活休閒_寵物用品_貓_貓乾糧．罐頭,丹 鮪魚雞肉貓罐-185g,25
美妝護理_個人清潔_洗髮保養_洗髮精,Elastine大馬士革玫瑰香水洗髮精-600ml,200
米油沖泡_泡麵．麵條_速食麵_牛肉口味,Pulmuone辣牛肉湯刀切麵-120.9x4,220
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,韓國家樂氏黑豆糙米穀物脆-莓果豆漿塊310g,199
飲料零食_休閒零食_豆乾．肉乾．海苔_魷魚絲,韓國海苔魚乾脆片-醬油,89
冷凍食品_冰品_各式冰品_冰棒,家樂福超值紅豆枝仔冰棒-375g,29
飲料零食_精選餅乾_甜餅乾_奶油雞蛋口味,St.Michel奶油餅-130g,104
飲料零食_茶飲．咖啡．水_礦泉水．氣泡水_氣泡水,Lotte 樂天氣泡水(檸檬味)500ml,49
米油沖泡_咖啡．茶包_茶包_其它,家樂福藍莓果茶,149
米油沖泡_調味品．罐頭．湯品_調味粉．醬_醋,工研白醋 600ml,516
米油沖泡_調味品．罐頭．湯品_調味粉．醬_醬油膏,萬家香大吟釀香菇素蠔油-純素-510g,68
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,EVA素色舒柔墊9入-藍色 32*32*1cm,179
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】葛莉思犬食-羊肉+蔬菜+玄米13.5kg,645
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,不倒翁金螃蟹海鮮風味拉麵-130gx4,269
米油沖泡_咖啡．茶包_咖啡_其他,星巴克咖啡膠囊-焦糖瑪奇朵-127.8g,230
飲料零食_茶飲．咖啡．水_咖啡_咖啡,韋恩Flash Brew閃萃拿鐵咖啡-500mlx4,145
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,好神拖輕清拖乾濕兩用刮水拖把-綠色,899
生鮮食品_海鮮水產_家樂福海鮮．產銷履歷_家樂福海鮮,"家樂福大比目魚切片(每包淨重約400g,2片/包)",299
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】合家歡直立式烤肉架,599
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,有機囍瑞即溶咖啡,259
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_巧克力飲品,Swiss Miss棉花糖熱可可粉-39gx8,95
米油沖泡_調味品．罐頭．湯品_調味粉．醬_烤肉醬．牛排醬,金蘭烤肉醬-590ml,75
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,白玉美滋沙拉醬(奶素),69
飲料零食_茶飲．咖啡．水_茶飲_花茶與水果茶,波爾茶檸檬口味 320ml,108
美妝護理_衛生紙_衛生紙_抽取式,春風黃阿瑪卡通版抽取式衛生紙-100PCx20,244
米油沖泡_咖啡．茶包_茶包_其它,米森有機漢方養氣茶,185
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,韓國家樂氏蔓越莓杏仁穀物脆300g,199
飲料零食_茶飲．咖啡．水_咖啡_咖啡,Asahi Wonda 特製咖啡歐蕾-179mlx6,174
日用百貨_家庭清潔_洗衣用品_柔軟精,家樂福RED牡丹石榴柔軟精-1.18L,139
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-瑞士巧克力-500g,99
飲料零食_精選餅乾_鹹餅乾_點心零食,多倫斯番茄口味怪獸餅-75g,60
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,KORMOSA韓素香芹菜香菇湯麵-110gx4,145
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-香檳葡萄-500g,99
大小家電_季節家電_電扇_桌扇,iGRASS 多功能迷你頸掛風扇-綠色,990
飲料零食_精選餅乾_甜餅乾_其它口味,韓國樂天披薩麵包餅-70g,59
美妝護理_個人清潔_洗髮保養_功能性洗髮精,【海倫仙度絲】去屑檸檬草洗髮乳,239
米油沖泡_咖啡．茶包_茶包_紅茶,家樂福日月紅茶立體袋茶2.5gx40,199
美妝護理_個人清潔_洗髮保養_洗髮精,Elastine奢華香水洗髮精-甜蜜愛戀-600ml,200
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,狗家族繡絨毛巾-藍色,69
生鮮食品_冷藏食品_調理食品_米．麵食,宗家府年糕條-500g,199
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,雀巢金牌咖啡罐裝深焙風味120g,253
生活休閒_寵物用品_貓_貓乾糧．罐頭,偉嘉妙鮮包海洋魚類85g四入裝,79
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,天命海苔酥(原味),89
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤迷你小綠豆凸禮盒8入,199
米油沖泡_咖啡．茶包_咖啡_其他,星巴克哥倫比亞義式濃縮咖啡膠囊(12顆),250
生鮮食品_肉品．高湯_加工肉品_烤肉食材,【金豐盛】美式香辣BBQ醃雞翅(每包約300g),105
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,好神拖輕清拖乾濕兩用刮水拖把-紅色,899
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,江原道鯷魚海鮮高湯包-120,249
生活休閒_寵物用品_貓_貓乾糧．罐頭,【貓罐】饗食貓餐罐(純鮪魚)170g,138
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風特選燒烤專用炭精1.8kg,139
生鮮食品_冷藏食品_調理食品_中式早餐．包子饅頭,卡好饅頭大地全麥-540g,78
米油沖泡_泡麵．麵條_米粉(未使用),聖光牌純米米粉-素食風味-85g,45
飲料零食_果汁．飲料．養生_蔬果汁_蘋果汁,囍瑞100%純天然蘋果汁-200mlx3,106
飲料零食_果汁．飲料．養生_蔬果汁_葡萄汁,囍瑞100%純天然紅葡萄汁-200mlx3,106
飲料零食_糖果．巧克力．口香糖_巧克力_純巧克力,義大利采霓100％極黑巧克力-75g,185
飲料零食_精選餅乾_甜餅乾_其它口味,韓國樂天洋蔥麵包餅-70g,59
日用百貨_家庭清潔_居家清潔_除濕劑,妙管家芳香除濕劑-薰衣草香-235gx4,97
生活休閒_寵物用品_貓_貓砂,【寵物用品】F#3雅貓貓砂（5kg),149
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗罐】寶路原汁牛肉罐頭400g,1105
生鮮食品_冷藏食品_調理食品_蒟蒻/素食,財廣記古早味素食蘿蔔糕(純素)1000g,129
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】15寸長炭夾,29
生鮮食品_冷藏食品_調理食品_蒟蒻/素食,財廣記素食麥克雞塊(蛋素),129
生活休閒_寵物用品_貓_貓乾糧．罐頭,【貓罐】加好寶貓罐-遠洋鮪魚大餐-170g,23
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_童巾,狗家族繡絨童巾-藍色,45
生活休閒_寵物用品_貓_貓乾糧．罐頭,咪亞機能貓罐-鮪魚+小魚干口味 160g,25
生活休閒_寵物用品_貓_貓乾糧．罐頭,丹 沙丁鮭魚貓罐-185g,25
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤綜合蛋黃酥禮盒12入,438
生活休閒_日用百貨_餐具/鍋具/廚房配件_鋁箔、保鮮膜袋,【烤肉用品】鋁箔429烤肉方盤2入,57
生鮮食品_人氣熟食_農特產品_紫菜．魚乾．烏魚子,登豐丁香魚100g,119
日用百貨_家庭清潔_居家清潔_滅蟲用品,熊寶貝衣物香氛袋-清新茉莉-7gX3,99
日用百貨_(勿上架)餐廚用具_各式不沾鍋,特福新經典系列36cm不沾雙耳炒鍋(加蓋),1980
米油沖泡_咖啡．茶包_茶包_紅茶,家樂福紅茶袋茶,145
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗罐】寶路牛肉罐400g,1105
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,讚歧北方刀削麵,120
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,CJ bibigo 韓式醃烤肉醬(香辣),155
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶多福健康犬餐-熟齡小型犬-3.5kg,229
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,PALDO男子麵(包)115g x5,160
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,吳寶春特選四重溪鳳黃酥12入禮盒,600
米油沖泡_調味品．罐頭．湯品_調味粉．醬_咖哩,地球牌泰式黃咖哩醬-50g,49
日用百貨_家庭清潔_洗衣用品_洗衣精,香草淨抗菌洗衣皂液,198
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,NOBRAND韓式大醬辣牛肉風味拉麵-115gx5,218
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,韓味不二兒童海苔酥-40g,119
美妝護理_個人清潔_洗髮保養_洗髮精,Elastine奢華香水洗髮精-輕甜花語-600ml,200
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,3點1刻田園南瓜濃湯-18gx12,160
日用百貨_家庭清潔_居家清潔_放置型芳香劑,康朵 白麝香室內香氛擴香膏-120g,129
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-巧克力-500g,99
飲料零食_休閒零食_洋芋片．薯條_原味,西班牙Torres 熟成起司風味洋芋片-150g,179
米油沖泡_咖啡．茶包_茶包_其它,韓廚蜂蜜檸檬柚子茶-1Kg,318
大小家電_季節家電_電扇_桌扇,iGRASS 多功能迷你頸掛風扇-白色,990
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶路X型潔牙骨綠茶小型犬專用75g,58
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,美琪抗菌皂白麝香6入裝,162
美妝護理_個人清潔_洗髮保養_功能性洗髮精,呂韓方頭皮養護洗髮精營養潤澤,329
飲料零食_精選餅乾_烘培糕餅_千層派/夾心派,義大利AD果醬餡餅-蘋果,69
日用百貨_家庭清潔_洗衣用品_洗衣精,香草淨抗菌洗衣皂液,198
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,王鵬傑冠軍Q餅禮盒8入,480
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,義美山藥黑芝麻粉-420g,295
日用百貨_家庭清潔_清潔工具_打掃工具．地墊,好神拖輕清拖乾濕兩用刮水拖把-黃色,899
米油沖泡_咖啡．茶包_茶包_綠茶,家樂福綠茶袋茶,145
日用百貨_家庭清潔_廚房清潔_洗碗精,泡舒抗菌洗潔精-檸檬-2800gx4,736
生鮮食品_冷藏食品_調理食品_蒟蒻/素食,蓮廚猴菇麻油蔬(蛋奶素),69
美妝護理_個人清潔_洗髮保養_潤髮乳,Elastine奢華香水潤髮乳-甜蜜愛戀-600ml,200
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶路狗乾糧牛肉口味3Kg,229
米油沖泡_調味品．罐頭．湯品_調味粉．醬_辣醬,李錦記桂林辣椒醬368g,104
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,正安蘿蔔切塊 罐裝,199
冷凍食品_火鍋料理_各式火鍋料_火鍋餃/火鍋料,桂冠 德式起司腸,48
日用百貨_家庭清潔_衛浴清潔_消毒劑,悍菌遁超濃縮配方清香消毒液,179
飲料零食_茶飲．咖啡．水_機能飲料_乳酸飲料,SAKI 清涼脫脂乳飲料 250ML,149
生活休閒_寵物用品_狗_狗乾糧．罐頭,聖萊西多滿牛肉條棒280g,182
美妝護理_個人清潔_洗髮保養_功能性洗髮精,【海倫仙度絲】茉莉花香氛去屑洗髮乳750ml,239
生鮮食品_冷藏食品_調理食品_香腸．肉類調理,台畜維也納香腸-200g,95
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,現烤芋頭流心酥禮盒12入,418
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,UCC 3合1珈琲-原味拿鐵-18gx12,159
日用百貨_家庭清潔_洗衣用品_洗衣精,康朵英國梨小蒼蘭香水洗衣精補充包-1800ml,149
冷凍食品_冰品_各式冰品_雪糕,雙葉布丁風味雪糕-75gx5,52
冷凍食品_冰品_各式冰品_冰棒,家樂福超值梅子枝仔冰棒-375g,29
飲料零食_茶飲．咖啡．水_茶飲_綠茶,Arizona甜綠茶-680ml,65
飲料零食_糖果．巧克力．口香糖_糖果_果凍．羊羹,韓國KAKAO果凍(水蜜桃味)130g,59
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,綠的乾洗手消毒潔手凝露,71
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,綠的抗菌潔手慕斯-花朵泡泡-500ml,136
冷凍食品_微波食品_微波餐點_義大利麵．丼飯．麵點,讚歧北方中華蛋黃拉麵,75
生鮮食品_海鮮水產_家樂福海鮮．產銷履歷_家樂福海鮮,家樂福草蝦,399
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風環保炭3.6公斤,142
生鮮食品_冷藏食品_調理食品_中式早餐．包子饅頭,卡好饅頭芝麻燕麥-540g,78
美妝護理_個人清潔_洗髮保養_洗髮精,可瑞絲頭皮去屑止癢舒敏洗髮精600ml 韓國進口,349
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_巧克力飲品,Swiss Miss濃密棉花糖熱可可粉-272g,125
生活休閒_寵物用品_貓_貓乾糧．罐頭,丹 沙丁鮪魚貓罐-185g,25
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,美琪抗菌洗手乳-淨萃青桔-700ml,101
日用百貨_家庭清潔_居家清潔_滅蟲用品,速必效免驚蚊防蚊液80ml,199
日用百貨_家庭清潔_居家清潔_除濕劑,妙管家芳香除濕劑-玫瑰-235gx4,97
大小家電_季節家電_空氣清淨機_空氣清淨機濾網,Honeywell HRF-R1 True HEPA,707
日用百貨_家庭清潔_居家清潔_放置型芳香劑,美國Renuzit室內芳香凍-柑橘果園,49
日用百貨_家庭清潔_衛浴清潔_浴室清潔劑,CLOROX 高樂氏強效除霉劑-473ml,199
米油沖泡_咖啡．茶包_茶包_其它,韓味不二蘋果茶(果醬),450
,錦鯉魚飼料 5Kg,399
日用百貨_家庭清潔_居家清潔_滅蟲用品,熊寶貝衣物香氛袋-經典山茶花-7gx3,99
美妝護理_個人清潔_洗髮保養_功能性洗髮精,呂 韓方頭皮養護洗髮精去屑止癢,329
美妝護理_個人清潔_洗髮保養_功能性洗髮精,呂韓方頭皮養護洗髮精染燙受損,329
美妝護理_個人清潔_洗髮保養_潤髮乳,呂韓方頭皮養護潤髮乳染燙受損,329
美妝護理_女性衛生_衛生棉_日用標準,愛康超透氣衛生棉日用-8PCx4,259
生鮮食品_冷藏食品_調理食品_香腸．肉類調理,台畜瑞典小丸子-200g,82
生活休閒_車用百貨_汽車用品_室內配件,Farcent香水車用香氛袋-小蒼蘭英國梨,96
生鮮食品_冷藏食品_乳製品_調味乳,Binggrae蜜桃荔枝牛奶(保久調味乳)200ml,120
生鮮食品_肉品．高湯_加工肉品_烤肉食材,【金豐盛】台味腐乳醃雞翅(每包約300g),105
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-芋頭-500g,99
飲料零食_茶飲．咖啡．水_茶飲_奶茶,伯朗絲絨奶茶-580mlx24,672
飲料零食_茶飲．咖啡．水_茶飲_綠茶,金車日式綠茶-580mlX24,600
日用百貨_家庭清潔_洗衣用品_洗衣精,台塑-防蹣抗菌濃縮洗衣精補充,151
日用百貨_家庭清潔_居家清潔_除濕劑,家樂福白玫瑰集水袋除濕盒,36
日用百貨_家庭清潔_補充配件_靜電紙,立得清 驅蟻防蹣濕拖巾,69
米油沖泡_咖啡．茶包_茶包_其它,韓國蜂蜜檸檬茶 1Kg,269
日用百貨_家庭清潔_洗衣用品_柔軟精,【Lenor蘭諾】衣物芳香豆(青蘋甜麝香)520ml,279
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,膳府韓國傳統辣椒醬,109
米油沖泡_調味品．罐頭．湯品_醬菜罐頭_其它蔬菜,金博家辣椒先生經典剝皮辣椒170g,109
生活休閒_日用百貨_餐具/鍋具/廚房配件_咖啡/花茶配件,扇形無漂白咖啡濾紙 LZB-102-40 40入,89
飲料零食_茶飲．咖啡．水_礦泉水．氣泡水_氣泡水,舒跑透明系氣泡水-510mlx24,648
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-香草-500g,99
飲料零食_精選餅乾_甜餅乾_其它口味,St.Michel巧克力奶油餅-150g,128
米油沖泡_咖啡．茶包_茶包_其它,萬歲牌紅茶堅果拿鐵-25gx10,129
米油沖泡_咖啡．茶包_茶包_即溶茶,摩卡厚實茶道紅茶拿鐵-25gx15,235
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,憨星人中秋月餅綠豆椪禮盒9入,510
飲料零食_糖果．巧克力．口香糖_糖果_軟糖,韓國樂天綜合QQ糖(柑橘)61g,59
飲料零食_精選餅乾_甜餅乾_巧克力口味,CW恐龍造型餅乾(巧克力味)60g,79
生鮮食品_冷藏食品_調理食品_沙拉．味噌．泡菜．醬料,正安白菜切塊 罐裝,199
米油沖泡_抹醬．蜂蜜．奶油_花生．巧克力醬_花生．巧克力醬,家樂福榛果巧克力醬-400g,99
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】寶路乾糧雞肉及蔬菜口味3kg,229
飲料零食_休閒零食_豆乾．肉乾．海苔_海苔．海苔脆片,天命海苔酥(蔬菜口味),89
生活休閒_日用百貨_餐具/鍋具/廚房配件_鋁箔、保鮮膜袋,妙潔輕鬆黏保鮮膜(隨手撕)30cmx50M,109
生活休閒_日用百貨_餐具/鍋具/廚房配件_咖啡/花茶配件,錐形無漂白咖啡濾紙 LZB-V02-40 40入,89
飲料零食_精選餅乾_甜餅乾_奶油雞蛋口味,St.Michel迷你奶油餅-3.5gx40,150
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,星巴克特選系列-卡布奇諾咖啡(每盒內含4杯),135
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,高級飯店款-素色毛巾-白色,129
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,高級飯店款-素色毛巾-原棉色,129
生活休閒_寵物用品_貓_貓乾糧．罐頭,【貓食】偉嘉乾貓糧海洋魚類3kg,339
美妝護理_個人清潔_洗髮保養_功能性洗髮精,【海倫仙度絲】去屑潔淨保濕洗髮乳,239
米油沖泡_奶粉．麥片．穀粉_沖泡飲品_其他早餐飲品,桂格鮮榖王莓果多穀飲,142
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】葛莉思犬食-關節保健配方2kg,174
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風正304不鏽鋼串燒烤針30cm,85
美妝護理_個人清潔_洗髮保養_洗髮精,多芬日常修護洗髮乳680ml,198
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】西莎低脂火雞與蔬菜狗乾糧1kg,236
生活休閒_寵物用品_狗_狗乾糧．罐頭,慧心犬糧-牛肉+牛奶口味幼犬配方3KG,190
美妝護理_個人清潔_沐浴用品_進口香皂．抗菌香皂．潔手乳,沙威隆經典抗菌皂,129
米油沖泡_泡麵．麵條_米粉．麵條_米粉及其它口味,激辛火辣雞肉風味鐵板炒麵-140gx5,269
美妝護理_個人清潔_沐浴用品_沐浴乳,美琪抗菌沐浴乳680ml(海洋),158
美妝護理_女性衛生_衛生棉_日用標準,愛康超透氣衛生棉日夜用組(日8PCx2+夜7PCx2),399
生活休閒_寵物用品_狗_狗乾糧．罐頭,多納滋室內犬狗糧 2.0公斤,109
生活休閒_寵物用品_狗_狗乾糧．罐頭,博朗氏成齡犬狗糧 1.8公斤,199
服飾鞋包_流行鞋襪_拖鞋．涼鞋_室內拖鞋,7926舒適便利室內拖鞋 深藍 XL,199
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風燒烤專用炭精3.2kg超值包,239
生鮮食品_冷藏食品_調理食品_米．麵食,宗家府年糕片-500g,199
美妝護理_女性衛生_衛生棉_夜用,靠得住完美封漏後漏終結35cm-7PCx2,119
美妝護理_個人清潔_沐浴用品_沐浴乳,微風如沐沐浴乳-香甜柚-1200g,420
米油沖泡_咖啡．茶包_茶包_綠茶,台灣茶人辦公室正能量-玫瑰綠茶-2gx25,139
美妝護理_衛生紙_衛生紙_抽取式,春風柔韌感山茶花抽取衛生紙-110PCx72,912
美妝護理_個人清潔_洗髮保養_護髮乳,呂滋養韌髮蔘層髮膜_清爽型,289
飲料零食_休閒零食_瓜子．花生．堅果_堅果,Toms 杏仁果(乳酸飲料風味)210g,279
美妝護理_個人清潔_洗髮保養_洗髮精,Elastine島嶼花園奢華香水洗髮精–淨化控油款-600ml,339
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,憨星人中秋月餅蛋黃酥禮盒9入,510
美妝護理_美妝保養_乳液．防曬．保養_爽身噴霧,GATSBY體用抗菌濕巾大包裝,189
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,Rober Timms哥倫比亞濾袋咖啡,398
飲料零食_果汁．飲料．養生_蔬果汁_蕃茄汁,SAKI番茄汁180ML,149
飲料零食_糖果．巧克力．口香糖_糖果_糖果．棒棒糖,Mammos 高麗人蔘糖,55
飲料零食_糖果．巧克力．口香糖_糖果_糖果．棒棒糖,Mammos 高麗紅蔘糖,55
生活休閒_日用百貨_傢俱/層架_床/床墊,防蹣抗菌記憶床墊平面10公分-單人,2790
生鮮食品_肉品．高湯_加工肉品_調味肉排,[植物蛋白素]Beyond meat 未來漢堡排(每包約227g),499
米油沖泡_泡麵．麵條_速食麵_牛肉口味,NOBRAND經典辣牛肉風味拉麵-115gx5,218
飲料零食_精選餅乾_鹹餅乾_點心零食,No Brand黃豆粉韓式年糕風味餅乾-130g,120
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-草莓-500g,99
冷凍食品_冰品_各式冰品_冰淇淋,雅方瑪克冰淇淋-芒果-500g,99
米油沖泡_泡麵．麵條_速食麵_麵條拉麵,韓國不倒翁OH拉麵125g x4,149
生鮮食品_人氣熟食_農特產品_調理藥膳,游建好素食肉骨茶(純素)50g,89
日用百貨_家庭清潔_居家清潔_滅蟲用品,必安住水蒸式白蟻衣魚殺蹣滅蟑,236
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】寶路乾糧羊肉及蔬菜口味3kg,229
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,1881純棉緞檔毛巾3入,139
生鮮食品_冷藏食品_調理食品_蒟蒻/素食,喜壽燒素油雞(蛋素)-300g,95
生鮮食品_海鮮水產_家樂福海鮮．產銷履歷_家樂福海鮮,家樂福大草蝦,429
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】自然風環保高效能精製炭-0.6kg,59
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】防風點火槍,69
生鮮食品_冷藏食品_調理食品_蒟蒻/素食,財廣記素食可樂餅(奶素),129
生活休閒_寵物用品_貓_貓乾糧．罐頭,寶多福LOVE CAT熟齡貓1.5KG,189
大小家電_電視．冰箱．洗衣機_洗衣機．乾衣機_乾衣機,東元 QD5568NA 乾衣機,4990
日用百貨_家庭清潔_居家清潔_滅蟲用品,鱷魚水性快速殺蹣滅蟑劑-600ml,106
生鮮食品_人氣熟食_農特產品_調理藥膳,游建好肉骨茶-50g,89
飲料零食_精選餅乾_鹹餅乾_米果,H.F 15+2穀物棒牛軋風味-450g,239
米油沖泡_調味品．罐頭．湯品_調味粉．醬_火鍋醬．湯底,牛頭牌沙茶醬 250g,88
生鮮食品_烘焙食品_西點．蛋糕．麵包_點心,老太陽堂太陽餅禮盒20入,388
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,摩卡二合一白咖啡,167
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】葛莉思犬食-牛肉口味8kg,399
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,防蹣抗菌健康枕(45*75cm),229
生鮮食品_冷藏食品_乳製品_葷素奶油,寶宏安柏Light奶素脂肪抹醬,138
米油沖泡_奶粉．麥片．穀粉_早餐食品_什錦果麥,Mestemacher什錦穀片,249
生活休閒_寵物用品_狗_狗乾糧．罐頭,家樂福超值狗乾糧(羊肉風味)3.5,129
生活休閒_寵物用品_狗_狗乾糧．罐頭,YS牛奶潔牙軟嚼骨-M 200g,149
生活休閒_寵物用品_狗_狗乾糧．罐頭,YS營養雞肉條 360g,179
日用百貨_家庭清潔_洗衣用品_洗衣精,依必朗防蹣抗菌洗衣精綠茶香氛,139
服飾鞋包_流行鞋襪_拖鞋．涼鞋_室內拖鞋,7926舒適便利室內拖鞋 深藍 L,199
生鮮食品_人氣熟食_農特產品_紫菜．魚乾．烏魚子,登豐 柴魚片45g,79
日用百貨_家庭清潔_廚房清潔_廚房清潔劑,高樂氏CLOROX居家殺菌濕紙巾-檸檬香-35PC,137
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶路X型潔牙骨原味小型犬專用210g,152
米油沖泡_調味品．罐頭．湯品_調味粉．醬_調味拌醬,阿珠嬤韓式辣味萬用醬,179
美妝護理_個人清潔_沐浴用品_沐浴乳,美琪抗菌沐浴乳680ml(紅石榴),158
生活休閒_寵物用品_貓_貓乾糧．罐頭,MyCat我的貓5號(雞肉+白身鮪魚)(11),27
米油沖泡_米．食用油_食用米_米,樂米穀場-台東關山契作履歷鮮米,190
米油沖泡_奶粉．麥片．穀粉_早餐食品_燕麥,桂格有機燕麥片730G,260
美妝護理_個人清潔_沐浴用品_沐浴乳,Farcent香水胺基酸沐浴露-同名花語,349
米油沖泡_咖啡．茶包_咖啡_即溶咖啡,雀巢金牌咖啡產地系列哥倫比亞-100g,233
飲料零食_茶飲．咖啡．水_茶飲_其他茶類,Hite 黑麥茶-520ml,58
日用百貨_家庭清潔_居家清潔_滅蟲用品,紐西蘭檸檬桉油防蚊液20ml,158
飲料零食_精選餅乾_鹹餅乾_爆米花,Kernels爆米花(焦糖奶油起司口味杯裝)45g,69
生活休閒_日用百貨_免洗餐具_烤肉器材(BBQ),【烤肉用品】黑金剛不鏽鋼網烤肉架,199
傢俱寢飾_寢具_枕頭．枕套．枕巾_枕頭,3M防蹣記憶枕舒柔型M,1290
日用百貨_衛浴用品_毛巾．浴巾．海灘巾_方巾,高級飯店款-素色方巾-白色,59
米油沖泡_咖啡．茶包_咖啡_咖啡隨身包,伯朗大濾掛咖啡-義式中深焙,238
生活休閒_寵物用品_狗_狗乾糧．罐頭,寶多福美食犬餐-雞肉口味-2Kg,139
生活休閒_寵物用品_狗_狗乾糧．罐頭,葛莉思犬食--皮膚保健配方2Kg,174
生活休閒_寵物用品_貓_貓乾糧．罐頭,Me-O乾貓糧成貓海鮮1.2Kg,179
生鮮食品_人氣熟食_農特產品_調理藥膳,登豐四物湯燉料100g,79
生活休閒_寵物用品_狗_狗乾糧．罐頭,【狗食】西莎澳牛與低敏鮭魚狗乾糧1kg,236
日用百貨_家庭清潔_補充配件_靜電紙,驅塵氏蹣不住防蹣抗敏除塵紙-25PC張,74
美妝護理_個人清潔_洗髮保養_洗髮精,可瑞絲頭皮控油抗屑勁涼洗髮精600ml 韓國進口,349
生活休閒_寵物用品_貓_貓乾糧．罐頭,博朗氏成老貓貓糧 1.5kg,199
